token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PST086	0	0	0	c(io)è	cioè	_	_	_	_	_	linguistic	_	none	_	Begin=9.6	_	_	1-3(0)	_
0-1	PST086	0	0	1	per:	per	_	_	_	_	_	linguistic	_	none	_	_	2x1	_	_	_
0-2	PST086	0	0	2	vedere	vedere	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-3	PST086	0	0	3	chi	chi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-4	PST086	0	0	4	intervistare	intervistare	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-5	PST086	0	0	5	possiamo	possiamo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-6	PST086	0	0	6	andare	andare	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-7	PST086	0	0	7	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-8	PST086	0	0	8	chiedere	chiedere	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-9	PST086	0	0	9	alle	alle	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-10	PST086	0	0	10	persone	persone	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
0-11	PST086	0	0	11	{P}	{P}	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
0-12	PST086	0	0	12	se	se	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-13	PST086	0	0	13	sono	sono	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-14	PST086	0	0	14	qua.	qua	_	_	_	_	_	linguistic	_	none	Intonation=Falling	End=14.02	_	_	_	_
1-0	PST203	1	1	0	beh	beh	_	_	_	_	_	linguistic	_	none	_	Begin=14.2	_	_	_	_
1-1	PST203	1	1	1	certo	certo	_	_	_	_	_	linguistic	_	none	_	End=14.84	_	_	_	_
2-0	PST203	2	2	0	no	no	_	_	_	_	_	linguistic	_	none	_	Begin=16.03	_	_	_	_
2-1	PST203	2	2	1	non	non	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-2	PST203	2	2	2	adesso	adesso	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-3	PST203	2	2	3	raga	raga	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-4	PST203	2	2	4	non	non	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-5	PST203	2	2	5	adesso	adesso	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
2-6	PST203	2	2	6	[{P}]	{P}	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	0-3(0)
2-7	PST203	2	2	7	adesso,	adesso	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=19.7	_	_	_	_
3-0	PST087	3	3	0	non	non	_	_	_	_	_	linguistic	_	none	_	Begin=17.805	_	_	_	_
3-1	PST087	3	3	1	adesso	adesso	_	_	_	_	_	linguistic	_	none	_	End=18.435	_	_	_	_
4-0	PST203	4	4	0	ci	ci	_	_	_	_	_	linguistic	_	none	_	Begin=19.78	_	_	_	_
4-1	PST203	4	4	1	concentriamo	concentriamo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-2	PST203	4	4	2	e	e	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-3	PST203	4	4	3	prendiamo	prendiamo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-4	PST203	4	4	4	appunti	appunti	_	_	_	_	_	linguistic	_	none	_	End=22.21	_	_	_	_
5-0	PST086	5	5	0	la	la	_	_	_	_	_	linguistic	_	none	_	Begin=22.74	_	_	_	_
5-1	PST086	5	5	1	penna?	penna	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=23.29	_	_	_	_
6-0	PST203	6	6	0	ve	ve	_	_	_	_	_	linguistic	_	none	_	Begin=23.43	_	_	_	_
6-1	PST203	6	6	1	la	la	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-2	PST203	6	6	2	devo	devo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-3	PST203	6	6	3	portare	portare	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-4	PST203	6	6	4	me	me	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-5	PST203	6	6	5	la	la	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-6	PST203	6	6	6	son	son	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-7	PST203	6	6	7	dimenticata	dimenticata	_	_	_	_	_	linguistic	_	none	_	End=25.22	_	_	_	_
7-0	PST092	7	7	0	grazie	grazie	_	_	_	_	_	linguistic	_	none	_	Begin=25.26	_	_	_	_
7-1	PST092	7	7	1	{ride}	{ride}	_	_	_	_	_	nonverbalbehavior	_	none	_	End=26.26	_	_	_	_
8-0	PST092	8	8	0	allora	allora	_	_	_	_	_	linguistic	_	none	_	Begin=26.86	_	_	_	_
8-1	PST092	8	8	1	su	su	_	_	_	_	_	linguistic	_	none	_	End=27.86	_	_	_	_
9-0	PST092	9	9	0	quante	quante	_	_	_	_	_	linguistic	_	none	_	Begin=28.62	_	_	_	_
9-1	PST092	9	9	1	riprese	riprese	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
9-2	PST092	9	9	2	facciamo?	facciamo	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=29.72	_	_	_	_
10-0	PST087	10	10	0	due	due	_	_	_	_	_	linguistic	_	none	_	Begin=31.19	_	_	_	_
10-1	PST087	10	10	1	o	o	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-2	PST087	10	10	2	tre:,	tre	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=32.08	2x1	_	_	_
11-0	PST087	11	11	0	secondo	secondo	_	_	_	_	_	linguistic	_	none	_	Begin=32.24	_	_	_	_
11-1	PST087	11	11	1	me	me	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-2	PST087	11	11	2	anche	anche	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-3	PST087	11	11	3	@anita	@anita	_	_	_	_	_	anonymized	_	none	_	_	_	_	_	_
11-4	PST087	11	11	4	però	però	_	_	_	_	_	linguistic	_	none	_	End=33.66	_	_	_	_
12-0	PST092	12	12	0	anche	anche	_	_	_	_	_	linguistic	_	none	_	Begin=34.83|End=35.5	_	_	_	_
13-0	PST087	13	13	0	però	però	_	_	_	_	_	linguistic	_	none	_	Begin=38.01	_	_	_	_
13-1	PST087	13	13	1	eh	eh	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
13-2	PST087	13	13	2	[@anita]	@anita	_	_	_	_	_	anonymized	_	none	_	End=39.36	_	_	_	0-6(1)
14-0	PST092	14	14	0	[@anita]	@anita	_	_	_	_	_	anonymized	_	none	_	Begin=38.67|End=39.37	_	_	_	0-6(1)
15-0	PST086	15	15	0	@anita	@anita	_	_	_	_	_	anonymized	_	none	_	Begin=39.52|End=40.24	_	_	_	_
16-0	PST092	16	16	0	abbiamo	abbiamo	_	_	_	_	_	linguistic	_	none	_	Begin=40.43	_	_	_	_
16-1	PST092	16	16	1	due	due	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-2	PST092	16	16	2	persone?	persone	_	_	_	_	_	linguistic	_	none	Intonation=Rising|PauseAfter=Yes	_	_	_	_	_
16-3	PST092	16	16	3	[{P}	{P}	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	0-3(2)
16-4	PST092	16	16	4	tocca]	tocca	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-5(2)
16-5	PST092	16	16	5	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-6	PST092	16	16	6	te	te	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-7	PST092	16	16	7	scegli	scegli	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-8	PST092	16	16	8	una	una	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-9	PST092	16	16	9	persona	persona	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-10	PST092	16	16	10	facciamo	facciamo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-11	PST092	16	16	11	tre	tre	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-12	PST092	16	16	12	[una	una	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-3(3)
16-13	PST092	16	16	13	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-1(3)
16-14	PST092	16	16	14	testa]	testa	_	_	_	_	_	linguistic	_	none	_	End=43.93	_	_	_	0-5(3)
17-0	PST086	17	17	0	[(@anita	@anita	_	_	_	_	_	anonymized	_	none	_	Begin=41.51	_	_	0-6(0)	0-6(2)
17-1	PST086	17	17	1	sa~)]	sa~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	End=42.13	_	_	0-3(0)	0-3(2)
18-0	PST086	18	18	0	[non]	non	_	_	_	_	_	linguistic	_	none	_	Begin=43.55	_	_	_	0-3(3)
18-1	PST086	18	18	1	avevo	avevo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
18-2	PST086	18	18	2	nessuno	nessuno	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
18-3	PST086	18	18	3	io	io	_	_	_	_	_	linguistic	_	none	_	End=44.73	_	_	_	_
19-0	PST092	19	19	0	una	una	_	_	_	_	_	linguistic	_	some	_	Begin=44.79	_	_	_	_
19-1	PST092	19	19	1	persona	persona	_	_	_	_	_	linguistic	_	some	PauseAfter=Yes	_	_	_	_	_
